database|detection_method|evidence|evidence_type|label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000221869|gene|tflink.net|ENSG00000049540|gene|9606
"[""TFe_via_DoRothEA"", ""TRRUST""]"|inferred by curator|"[""pubmed:20695017"", ""pubmed:29087512"", ""pubmed:22458515""]"|small_scale_evidence|regulates|TFLink|ENSG00000100146|gene|tflink.net|ENSG00000198835|gene|9606
"[""GTRD"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:15459115"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000137869|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:21152868""]"|small_scale_evidence|regulates|TFLink|ENSG00000116478|gene|tflink.net|ENSG00000167085|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:15979100""]"|small_scale_evidence|regulates|TFLink|ENSG00000138795|gene|tflink.net|ENSG00000104755|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000177606|gene|tflink.net|ENSG00000120885|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:18445785""]"|small_scale_evidence|regulates|TFLink|ENSG00000263001|gene|tflink.net|ENSG00000256061|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""TRED""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17531812"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000117632|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000232810|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000130175|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:11001824"", ""pubmed:19223505"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000012048|gene|tflink.net|ENSG00000140443|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:26578589"", ""pubmed:15517885"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000120738|gene|tflink.net|ENSG00000164344|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:12697323""]"|small_scale_evidence|regulates|TFLink|ENSG00000100811|gene|tflink.net|ENSG00000260027|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000280789|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141905|gene|tflink.net|ENSG00000163399|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:18924150"", ""pubmed:22761861""]"|small_scale_evidence|regulates|TFLink|ENSG00000111087|gene|tflink.net|ENSG00000129514|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:19652226""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000170965|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:17557191"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000086062|gene|9606
"[""TRED"", ""TRRUST""]"|inferred by curator|"[""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:9856765""]"|small_scale_evidence|regulates|TFLink|ENSG00000007372|gene|tflink.net|ENSG00000187242|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:16263717"", ""pubmed:29126285"", ""pubmed:22516378"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000118513|gene|tflink.net|ENSG00000113580|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:10725797""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000177575|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:11342414"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:17707233"", ""pubmed:29087512"", ""pubmed:16982926""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000277632|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21705670""]"|small_scale_evidence|regulates|TFLink|ENSG00000074181|gene|tflink.net|ENSG00000189058|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:1639815"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000160113|gene|tflink.net|ENSG00000110245|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:11891284""]"|small_scale_evidence|regulates|TFLink|ENSG00000140464|gene|tflink.net|ENSG00000182179|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:14500650"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000073861|gene|tflink.net|ENSG00000151014|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000253958|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:12695333"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000117448|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000157557|gene|tflink.net|ENSG00000170345|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27899662"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:21546410""]"|small_scale_evidence|regulates|TFLink|ENSG00000168610|gene|tflink.net|ENSG00000140009|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:7760825""]"|small_scale_evidence|regulates|TFLink|ENSG00000095794|gene|tflink.net|ENSG00000133101|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:16823775"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000100644|gene|tflink.net|ENSG00000169894|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:11027208"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000196136|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18754863"", ""pubmed:29126285"", ""pubmed:14611815"", ""pubmed:12941894"", ""pubmed:24705139"", ""pubmed:10637317"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:22207128"", ""pubmed:15958520"", ""pubmed:18093727"", ""pubmed:19912441"", ""pubmed:17706770"", ""pubmed:22900683"", ""pubmed:10022128"", ""pubmed:21553143"", ""pubmed:21132266"", ""pubmed:15595642"", ""pubmed:12695333"", ""pubmed:18226852"", ""pubmed:22761861"", ""pubmed:11274400"", ""pubmed:14519204""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000164362|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:11939722""]"|small_scale_evidence|regulates|TFLink|ENSG00000138798|gene|tflink.net|ENSG00000115415|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:14523052""]"|small_scale_evidence|regulates|TFLink|ENSG00000186951|gene|tflink.net|ENSG00000152782|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000137203|gene|tflink.net|ENSG00000177000|gene|9606
"[""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000107859|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:8567696""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000125898|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:22431919"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000120738|gene|tflink.net|ENSG00000050820|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:23246292"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000004848|gene|tflink.net|ENSG00000126012|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22460558"", ""pubmed:29087512"", ""pubmed:29126285""]"|small_scale_evidence|regulates|TFLink|ENSG00000158773|gene|tflink.net|ENSG00000125798|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761861"", ""pubmed:27924024"", ""pubmed:29126285"", ""pubmed:18438432""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000144554|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:24424621"", ""pubmed:18719363""]"|small_scale_evidence|regulates|TFLink|ENSG00000182979|gene|tflink.net|ENSG00000039068|gene|9606
"[""TRED"", ""TRRUST""]"|inferred by curator|"[""pubmed:17202159"", ""pubmed:15494508"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000204520|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:16543242""]"|small_scale_evidence|regulates|TFLink|ENSG00000012048|gene|tflink.net|ENSG00000100644|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000172216|gene|tflink.net|ENSG00000204531|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000077092|gene|tflink.net|ENSG00000087237|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:19471099"", ""pubmed:29087512"", ""pubmed:29126285""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000099822|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:19281796""]"|small_scale_evidence|regulates|TFLink|ENSG00000143799|gene|tflink.net|ENSG00000150907|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:22469622"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000151623|gene|tflink.net|ENSG00000148346|gene|9606
"[""TRRD_via_DoRothEA"", ""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:11682620"", ""pubmed:11752324""]"|small_scale_evidence|regulates|TFLink|ENSG00000175745|gene|tflink.net|ENSG00000138039|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27899662"", ""pubmed:27924024"", ""pubmed:23681230"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000173039|gene|tflink.net|ENSG00000130222|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000138768|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15378601"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000196132|gene|tflink.net|ENSG00000001084|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000143190|gene|tflink.net|ENSG00000176887|gene|9606
"[""GTRD"", ""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:18347061"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000257923|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:12954631""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000186832|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000102805|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:24429361""]"|small_scale_evidence|regulates|TFLink|ENSG00000066336|gene|tflink.net|ENSG00000168610|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000138071|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:10748098"", ""pubmed:29087512"", ""pubmed:17179159""]"|small_scale_evidence|regulates|TFLink|ENSG00000068024|gene|tflink.net|ENSG00000068305|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000101542|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000175832|gene|tflink.net|ENSG00000100985|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:18258815"", ""pubmed:29087512"", ""pubmed:15024088""]"|small_scale_evidence|regulates|TFLink|ENSG00000277494|gene|tflink.net|ENSG00000158517|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:16564093""]"|small_scale_evidence|regulates|TFLink|ENSG00000186951|gene|tflink.net|ENSG00000170522|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:1999537"", ""pubmed:29126285"", ""pubmed:19067971"", ""pubmed:27899662"", ""pubmed:26578589"", ""pubmed:15892717"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000187098|gene|tflink.net|ENSG00000080166|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:24448807""]"|small_scale_evidence|regulates|TFLink|ENSG00000116478|gene|tflink.net|ENSG00000095739|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:10618716"", ""pubmed:29126285"", ""pubmed:16245312"", ""pubmed:15001984"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000041982|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18611949"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000116478|gene|tflink.net|ENSG00000168610|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:15656972""]"|small_scale_evidence|regulates|TFLink|ENSG00000137709|gene|tflink.net|ENSG00000248333|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000139597|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000008282|gene|9606
"[""GTRD"", ""ReMap"", ""TFe_via_DoRothEA"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18802113"", ""pubmed:29126285"", ""pubmed:22458515"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000175592|gene|tflink.net|ENSG00000196611|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:14715258""]"|small_scale_evidence|regulates|TFLink|ENSG00000168610|gene|tflink.net|ENSG00000106211|gene|9606
"[""FANTOM4_via_DoRothEA"", ""GTRD"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:20211142"", ""pubmed:10551783""]"|small_scale_evidence|regulates|TFLink|ENSG00000125952|gene|tflink.net|ENSG00000169083|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:8866550"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000139515|gene|tflink.net|ENSG00000168067|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000125351|gene|9606
