db_reference|evidence|label|qualifier|source_id|source_type|target_id|target_type|taxon_id
"[""PMID:32424346""]"|NAS|involved_in|"[""involved_in""]"|A5D8V6|protein|GO_0090148|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0003341|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0007283|biological_process|9606
"[""PMID:25192045""]"|IMP|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0007368|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0007420|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0030317|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0035264|biological_process|9606
"[""PMID:25192045""]"|IDA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0036158|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0060287|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0061371|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_0090660|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D8V7|protein|GO_1902017|biological_process|9606
"[""PMID:30415212""]"|IMP|involved_in|"[""acts_upstream_of_or_within""]"|A5D8W1|protein|GO_0007288|biological_process|9606
"[""PMID:30415212""]"|IMP|involved_in|"[""acts_upstream_of_or_within""]"|A5D8W1|protein|GO_0030317|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A5D8W1|protein|GO_0007608|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D8W1|protein|GO_0042048|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D8W1|protein|GO_1902093|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D8W1|protein|GO_1905516|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D8W1|protein|GO_1990834|biological_process|9606
"[""PMID:17540904""]"|IDA|involved_in|"[""acts_upstream_of_or_within""]"|A5LHX3|protein|GO_0006508|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5LHX3|protein|GO_0033077|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5LHX3|protein|GO_0043374|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A5LHX3|protein|GO_0051603|biological_process|9606
"[""PMID:9417912""]"|NAS|involved_in|"[""involved_in""]"|A5PKW4|protein|GO_0007165|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5PKW4|protein|GO_0031175|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A5PKW4|protein|GO_0032012|biological_process|9606
"[""GO_REF:0000015""]"|ND|involved_in|"[""involved_in""]"|A5PL33|protein|GO_0008150|biological_process|9606
"[""GO_REF:0000041""]"|IEA|involved_in|"[""involved_in""]"|A5PLL7|protein|GO_0006631|biological_process|9606
"[""PMID:31604315""]"|IDA|involved_in|"[""involved_in""]"|A5PLL7|protein|GO_0008611|biological_process|9606
"[""PMID:27066478""]"|NAS|involved_in|"[""involved_in""]"|A5PLN9|protein|GO_0006888|biological_process|9606
"[""PMID:27066478""]"|NAS|involved_in|"[""involved_in""]"|A5PLN9|protein|GO_0006901|biological_process|9606
"[""PMID:27066478""]"|NAS|involved_in|"[""involved_in""]"|A5PLN9|protein|GO_0099022|biological_process|9606
"[""PMID:17392525""]"|IDA|involved_in|"[""involved_in""]"|A5X5Y0|protein|GO_0007210|biological_process|9606
"[""PMID:17392525""]"|IDA|involved_in|"[""involved_in""]"|A5X5Y0|protein|GO_0098662|biological_process|9606
"[""PMID:16778766""]"|IDA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0000122|biological_process|9606
"[""PMID:31320642""]"|NAS|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0000289|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0001829|biological_process|9606
"[""PMID:21976065""]"|IDA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0010606|biological_process|9606
"[""PMID:24736845""]"|IDA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0017148|biological_process|9606
"[""PMID:16778766""]"|IDA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0033147|biological_process|9606
"[""PMID:23172285""]"|IDA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0035195|biological_process|9606
"[""PMID:16778766""]"|IDA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0048387|biological_process|9606
"[""PMID:21278420""]"|IMP|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0060213|biological_process|9606
"[""PMID:22977175""]"|IMP|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0061014|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_0090503|biological_process|9606
"[""PMID:21278420""]"|IMP|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_1900153|biological_process|9606
"[""PMID:22367759""]"|IMP|involved_in|"[""involved_in""]"|A5YKK6|protein|GO_2000036|biological_process|9606
"[""PMID:20097752""]"|IDA|involved_in|"[""acts_upstream_of_or_within""]"|A5YM72|protein|GO_0035499|biological_process|9606
"[""Reactome:R-HSA-70921""]"|TAS|involved_in|"[""involved_in""]"|A5YM72|protein|GO_0006548|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6BM72|protein|GO_0010842|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6BM72|protein|GO_0034109|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A6H8M9|protein|GO_0007156|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NC51|protein|GO_0006914|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NC98|protein|GO_0001819|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NC98|protein|GO_0042102|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NC98|protein|GO_0042832|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NC98|protein|GO_0050870|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCL1|protein|GO_0006260|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NCL1|protein|GO_0007049|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCL1|protein|GO_0060271|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A6NCL2|protein|GO_0007586|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A6NCL2|protein|GO_0016042|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6NCM1|protein|GO_0000226|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0008284|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0021854|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0030154|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0030855|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0035050|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0043066|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0043586|biological_process|9606
"[""PMID:15649947""]"|IMP|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0045944|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0048565|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0050673|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0050679|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0055014|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0055015|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0060037|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_0060039|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_1904019|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A6NCS4|protein|GO_1904036|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NCV1|protein|GO_0007186|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6NCV1|protein|GO_0050911|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A6NCW0|protein|GO_0006511|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NCW0|protein|GO_0006915|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6ND01|protein|GO_0007155|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6ND01|protein|GO_0007338|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6ND01|protein|GO_0007342|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6ND01|protein|GO_0035036|biological_process|9606
"[""PMID:24554596""]"|IDA|involved_in|"[""involved_in""]"|A6ND36|protein|GO_0030509|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6ND48|protein|GO_0007186|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6ND48|protein|GO_0050911|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A6ND91|protein|GO_0009435|biological_process|9606
"[""PMID:21187075""]"|IDA|involved_in|"[""involved_in""]"|A6NDB9|protein|GO_0001960|biological_process|9606
"[""PMID:21187075""]"|IMP|involved_in|"[""involved_in""]"|A6NDB9|protein|GO_0008063|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A6NDB9|protein|GO_0008360|biological_process|9606
"[""PMID:21187075""]"|IDA|involved_in|"[""involved_in""]"|A6NDB9|protein|GO_0032496|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NDE4|protein|GO_0006397|biological_process|9606
"[""PMID:9598316""]"|TAS|involved_in|"[""involved_in""]"|A6NDE4|protein|GO_0007283|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NDE4|protein|GO_0008380|biological_process|9606
"[""PMID:9598316""]"|IMP|involved_in|"[""involved_in""]"|A6NDE4|protein|GO_0008584|biological_process|9606
"[""PMID:26755581""]"|IDA|involved_in|"[""involved_in""]"|A6NDG6|protein|GO_0006114|biological_process|9606
"[""PMID:26755581""]"|IDA|involved_in|"[""involved_in""]"|A6NDG6|protein|GO_0006650|biological_process|9606
"[""PMID:26755581""]"|IMP|involved_in|"[""involved_in""]"|A6NDG6|protein|GO_0045721|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NDH6|protein|GO_0007186|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6NDH6|protein|GO_0050911|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NDL8|protein|GO_0007186|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6NDL8|protein|GO_0050911|biological_process|9606
"[""PMID:34432599""]"|IMP|involved_in|"[""involved_in""]"|A6NDU8|protein|GO_0000423|biological_process|9606
"[""PMID:15498789""]"|IMP|involved_in|"[""involved_in""]"|A6NDV4|protein|GO_0007160|biological_process|9606
"[""PMID:15498789""]"|TAS|involved_in|"[""involved_in""]"|A6NDV4|protein|GO_0007346|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6NDX5|protein|GO_0045944|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NE02|protein|GO_0009615|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A6NE02|protein|GO_0045071|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NED2|protein|GO_0006325|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NEL3|protein|GO_0032259|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NEQ0|protein|GO_0006397|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NEQ0|protein|GO_0008380|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A6NET4|protein|GO_0007186|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A6NET4|protein|GO_0050911|biological_process|9606
